0,sea,sea
1,sea,sea
2,sea,sea
3,sea,sea
4,sea,land
5,sea,land
6,sea,land
7,sea,land
8,sea,land
9,sea,land
10,sea,land
11,sea,land
12,sea,land
13,sea,land
14,sea,land
15,sea,land
16,sea,land
17,sea,land
18,sea,land
19,sea,land
20,sea,land
21,sea,land
22,sea,sea
23,sea,sea
24,sea,sea
25,sea,sea
26,sea,sea
27,sea,sea
28,sea,sea
29,sea,sea
30,sea,sea
31,sea,sea
32,sea,sea
33,sea,sea
34,sea,sea
35,sea,sea
36,sea,sea
37,sea,sea
38,sea,sea
39,sea,sea
40,sea,sea
41,sea,sea
42,land,sea
43,sea,sea
44,land,sea
45,land,sea
46,land,sea
47,land,sea
48,sea,sea
49,sea,sea
50,sea,sea
51,sea,sea
52,sea,sea
53,sea,sea
54,sea,sea
55,sea,sea
56,sea,sea
57,sea,sea
58,sea,sea
59,sea,sea
60,sea,sea
61,sea,sea
62,sea,sea
63,sea,sea
64,sea,sea
65,land,sea
66,sea,sea
67,sea,sea
68,sea,sea
69,sea,sea
70,sea,sea
71,sea,sea
72,sea,sea
73,sea,sea
74,sea,sea
75,sea,sea
76,sea,sea
77,land,sea
78,sea,sea
79,sea,sea
80,sea,sea
81,sea,sea
82,sea,sea
83,sea,sea
84,sea,sea
85,land,sea
86,sea,sea
87,sea,sea
88,sea,sea
89,sea,sea
90,sea,sea
91,sea,sea
92,sea,random
93,sea,random
94,sea,random
95,random,random
96,random,random
97,random,random
98,random,random
99,random,random
100,random,random
101,random,random
102,random,random
103,random,random
104,random,random
105,random,random
106,random,random
107,random,random
108,random,random
109,random,random
110,random,random
111,random,random
112,random,random
113,sea,random
114,random,random
115,random,random
116,sea,random
117,sea,random
118,sea,random
119,sea,random
120,sea,random
121,sea,random
122,sea,random
123,sea,random
124,sea,random
125,sea,random
126,sea,random
127,sea,random
128,sea,random
129,sea,random
130,sea,random
131,sea,random
132,sea,random
133,sea,random
134,sea,random
135,sea,random
136,sea,random
137,sea,random
138,sea,random
139,sea,random
140,sea,random
141,sea,random
142,sea,random
143,sea,random
144,sea,random
145,sea,random
146,sea,random
147,sea,random
148,sea,random
149,sea,random
150,random,random
151,random,random
